Year,State,Format,Total Salary,Total Benefits
2009,Arizona,Per Student - Inflation Adjusted,5711.972176722491,1646.0410794497889
2009,Arkansas,Per Student - Inflation Adjusted,6460.039734350298,1692.6177626558786
2009,California,Per Student - Inflation Adjusted,7301.52434522264,2368.7347723459206
2009,Colorado,Per Student - Inflation Adjusted,6775.660886914877,1589.4323108490785
2009,Connecticut,Per Student - Inflation Adjusted,10301.681209174325,4052.650869534063
2009,Delaware,Per Student - Inflation Adjusted,8291.58450036227,3620.9236103772596
2009,Florida,Per Student - Inflation Adjusted,6307.892432081101,1976.944082525887
2009,Georgia,Per Student - Inflation Adjusted,7573.0618537234,2011.95450240365
2009,Hawaii,Per Student - Inflation Adjusted,8469.824813269568,3331.68312681335
2009,Idaho,Per Student - Inflation Adjusted,5259.389686279377,1757.1371362272575
2009,Illinois,Per Student - Inflation Adjusted,7689.060088429663,4774.074071328845
2009,Indiana,Per Student - Inflation Adjusted,6505.381883750359,3074.9360524547187
2009,Iowa,Per Student - Inflation Adjusted,7557.6361740305965,2288.394188833204
2009,Kansas,Per Student - Inflation Adjusted,7310.813313180623,1921.5698477312055
2009,Kentucky,Per Student - Inflation Adjusted,6811.102794336494,2242.033249399042
2009,Louisiana,Per Student - Inflation Adjusted,7536.181654488934,2592.3531919486
2009,Maine,Per Student - Inflation Adjusted,8614.20533974938,3503.846656811361
2009,Maryland,Per Student - Inflation Adjusted,9962.388170523274,3736.4184429490238
2009,Massachusetts,Per Student - Inflation Adjusted,9732.860768722809,4437.070313813247
2009,Michigan,Per Student - Inflation Adjusted,7140.627434425279,3363.864906125844
2009,Minnesota,Per Student - Inflation Adjusted,7948.8635328905975,3251.64218742831
2009,Mississippi,Per Student - Inflation Adjusted,5850.971094669228,1847.8693780878077
2009,Missouri,Per Student - Inflation Adjusted,7292.954523171083,2010.660039772086
2009,Montana,Per Student - Inflation Adjusted,7022.435804704422,2056.0860895278965
2009,Nebraska,Per Student - Inflation Adjusted,7167.691292037051,2271.602131918193
2009,Nevada,Per Student - Inflation Adjusted,6152.221314870424,2297.4194699588306
2009,New Hampshire,Per Student - Inflation Adjusted,8325.851802803396,3171.900892170947
2009,New Jersey,Per Student - Inflation Adjusted,11866.410858137724,4279.373602299475
2009,New Mexico,Per Student - Inflation Adjusted,6854.778922386672,2163.5504594779213
2009,New York,Per Student - Inflation Adjusted,12830.138287337111,5326.557913939419
2009,North Carolina,Per Student - Inflation Adjusted,6893.145356494415,1711.830944122518
2009,North Dakota,Per Student - Inflation Adjusted,7500.931519309029,2167.781434560719
2009,Ohio,Per Student - Inflation Adjusted,7765.33749757108,2756.8098749827623
2009,Oklahoma,Per Student - Inflation Adjusted,5437.582056126245,1623.4718837531689
2009,Oregon,Per Student - Inflation Adjusted,6416.651264662691,3168.8205505384294
2009,Pennsylvania,Per Student - Inflation Adjusted,8667.518022945645,3033.5731770702064
2009,Rhode Island,Per Student - Inflation Adjusted,9839.47414935023,4296.669061348983
2009,South Carolina,Per Student - Inflation Adjusted,6991.548488023493,2075.7187727732835
2009,South Dakota,Per Student - Inflation Adjusted,6108.6051156457825,1676.3530794055787
2009,Tennessee,Per Student - Inflation Adjusted,5929.897357899309,1726.1898907207926
2009,Texas,Per Student - Inflation Adjusted,7031.90455913901,1204.7371939724326
2009,United States,Per Student - Inflation Adjusted,7710.766309038573,2712.953960455978
2009,Utah,Per Student - Inflation Adjusted,4619.229971910557,1910.3032285305558
2009,Vermont,Per Student - Inflation Adjusted,10797.604226244617,3809.2918948000333
2009,Virginia,Per Student - Inflation Adjusted,8429.900229697903,2938.502088240896
2009,Washington,Per Student - Inflation Adjusted,7162.525427275902,2439.7144733100126
2009,West Virginia,Per Student - Inflation Adjusted,7011.876345645091,3522.088991304327
2009,Wisconsin,Per Student - Inflation Adjusted,7139.944245814177,3763.650101272296
2009,Wyoming,Per Student - Inflation Adjusted,10789.214190669665,3876.8316811783957
2009,Alabama,Total - Inflation Adjusted,4565821402.593435,1914365204.3253431
2009,Alaska,Total - Inflation Adjusted,1132845376.2836921,774031122.002751
2009,Arizona,Total - Inflation Adjusted,5607562978.298258,1615960404.7605653
2009,Arkansas,Total - Inflation Adjusted,3064790102.2915807,803017496.3376987
2009,California,Total - Inflation Adjusted,45020368762.8077,14605346361.616304
2009,Colorado,Total - Inflation Adjusted,5504646007.629858,1291275616.6220174
2009,Connecticut,Total - Inflation Adjusted,5634245688.579626,2216496378.26191
2009,Delaware,Total - Inflation Adjusted,968490572.2529404,422938097.6037869
2009,Florida,Total - Inflation Adjusted,16546028710.38725,5185656855.070191
2009,Georgia,Total - Inflation Adjusted,12492512468.612455,3318915889.821295
2009,Hawaii,Total - Inflation Adjusted,1520146198.494616,597963828.3093666
2009,Idaho,Total - Inflation Adjusted,1409259892.6065211,470826023.5125902
2009,Illinois,Total - Inflation Adjusted,16277111290.138897,10106328819.423658
2009,Indiana,Total - Inflation Adjusted,6689593504.834,3162001848.769015
2009,Iowa,Total - Inflation Adjusted,3684790958.326813,1115727306.5577693
2009,Kansas,Total - Inflation Adjusted,3437250150.1469254,903442626.4403393
2009,Kentucky,Total - Inflation Adjusted,4562467785.516476,1501840339.4465818
2009,Louisiana,Total - Inflation Adjusted,4994788340.046081,1718143846.6044137
2009,Maine,Total - Inflation Adjusted,1608633506.550611,654316101.5367856
2009,Maryland,Total - Inflation Adjusted,8406068932.935509,3152714079.387543
2009,Massachusetts,Total - Inflation Adjusted,9075274950.464813,4137291945.5671983
2009,Michigan,Total - Inflation Adjusted,11108037939.670853,5232866386.673934
2009,Minnesota,Total - Inflation Adjusted,6383708389.265897,2611384189.785612
2009,Mississippi,Total - Inflation Adjusted,2873964736.021856,907660417.1815187
2009,Missouri,Total - Inflation Adjusted,6553215873.71618,1806711459.286626
2009,Montana,Total - Inflation Adjusted,994440952.2862663,291160603.1340622
2009,Nebraska,Total - Inflation Adjusted,2094120517.9421742,663672189.7793676
2009,Nevada,Total - Inflation Adjusted,2651512531.3640957,990151246.9544445
2009,New Hampshire,Total - Inflation Adjusted,1647969589.055517,627826362.0736414
2009,New Jersey,Total - Inflation Adjusted,16127418672.563627,5816025397.923041
2009,New Mexico,Total - Inflation Adjusted,2253418527.6742516,711237698.6067904
2009,New York,Total - Inflation Adjusted,34601083226.40277,14364970643.817425
2009,North Carolina,Total - Inflation Adjusted,10009293263.693298,2485681081.072152
2009,North Dakota,Total - Inflation Adjusted,709985186.1531012,205186710.02102062
2009,Ohio,Total - Inflation Adjusted,13426830425.968618,4766719605.859145
2009,Oklahoma,Total - Inflation Adjusted,3504791135.101798,1046406435.4844962
2009,Oregon,Total - Inflation Adjusted,3605967772.676652,1780785050.7835143
2009,Pennsylvania,Total - Inflation Adjusted,14696484920.913984,5143668322.747089
2009,Rhode Island,Total - Inflation Adjusted,1392493005.7982354,608069026.8711407
2009,South Carolina,Total - Inflation Adjusted,4993988889.513438,1482666711.0047958
2009,South Dakota,Total - Inflation Adjusted,773495358.3024648,212266701.4697692
2009,Tennessee,Total - Inflation Adjusted,5757383843.560172,1675970733.4986632
2009,Texas,Total - Inflation Adjusted,32678723516.75101,5598647966.2116165
2009,United States,Total - Inflation Adjusted,371959104001.27124,130869923945.7815
2009,Utah,Total - Inflation Adjusted,2459433454.064171,1017106034.1037432
2009,Vermont,Total - Inflation Adjusted,951280212.135693,335602621.5745818
2009,Virginia,Total - Inflation Adjusted,10411462427.519548,3629240532.7850575
2009,Washington,Total - Inflation Adjusted,7421287308.749033,2527849399.87186
2009,West Virginia,Total - Inflation Adjusted,1976705565.8002563,992904377.1995394
2009,Wisconsin,Total - Inflation Adjusted,6190580557.519103,3263212046.4861684
2009,Wyoming,Total - Inflation Adjusted,938348770.1616708,337171558.22709775
2010,Alabama,Per Student - Inflation Adjusted,6086.630380354834,2528.7847240903643
2010,Alaska,Per Student - Inflation Adjusted,9173.05356464607,6872.7696948176135
2010,Arizona,Per Student - Inflation Adjusted,5817.727650552332,1486.383102107907
2010,Arkansas,Per Student - Inflation Adjusted,6548.213500147353,1806.227327157246
2010,California,Per Student - Inflation Adjusted,6931.710856373016,2390.843890502587
2010,Colorado,Per Student - Inflation Adjusted,6810.528967633452,1628.1101279099764
2010,Connecticut,Per Student - Inflation Adjusted,10521.32966799065,4140.7056163254365
2010,Delaware,Per Student - Inflation Adjusted,8242.101299692458,3602.4847437815606
2010,Florida,Per Student - Inflation Adjusted,6089.289023163616,1955.6454267990057
2010,Georgia,Per Student - Inflation Adjusted,7197.83625395563,2131.863595468574
2010,Hawaii,Per Student - Inflation Adjusted,7710.716937228306,3117.377382707767
2010,Idaho,Per Student - Inflation Adjusted,5219.200688225329,1780.091918831632
2010,Illinois,Per Student - Inflation Adjusted,7961.365235602653,3348.3232388384645
2010,Indiana,Per Student - Inflation Adjusted,6593.434165778865,3199.4273726055735
2010,Iowa,Per Student - Inflation Adjusted,7524.884926259123,2324.1048346374973
2010,Kansas,Per Student - Inflation Adjusted,7100.629626259545,1913.3445206807091
2010,Kentucky,Per Student - Inflation Adjusted,6802.9803210870905,2350.7506074308685
2010,Louisiana,Per Student - Inflation Adjusted,7500.197528749008,2709.845420733071
2010,Maine,Per Student - Inflation Adjusted,8656.362951276882,3479.000280466534
2010,Maryland,Per Student - Inflation Adjusted,9899.242857559042,3948.8679211542753
2010,Massachusetts,Per Student - Inflation Adjusted,9754.952140477075,3675.9297513741576
2010,Michigan,Per Student - Inflation Adjusted,7098.030328156317,3416.85450481126
2010,Minnesota,Per Student - Inflation Adjusted,7952.11933047747,2703.2344205344484
2010,Mississippi,Per Student - Inflation Adjusted,5873.381115420089,1839.4366243847974
2010,Missouri,Per Student - Inflation Adjusted,7287.672269222012,2066.596288301203
2010,Montana,Per Student - Inflation Adjusted,7241.8462875938585,2166.876971744942
2010,Nebraska,Per Student - Inflation Adjusted,7555.055774562353,2460.929987760875
2010,Nevada,Per Student - Inflation Adjusted,6196.513037157074,2264.047992617694
2010,New Hampshire,Per Student - Inflation Adjusted,8489.010881616956,3401.7334738363134
2010,New Jersey,Per Student - Inflation Adjusted,12158.09225397028,4551.097993107795
2010,New Mexico,Per Student - Inflation Adjusted,6740.193622611843,2129.644103480886
2010,New York,Per Student - Inflation Adjusted,12930.95022333026,5528.232307922881
2010,North Carolina,Per Student - Inflation Adjusted,6586.858772403574,1743.167643036453
2010,North Dakota,Per Student - Inflation Adjusted,7860.016347458958,2330.882000011669
2010,Ohio,Per Student - Inflation Adjusted,8078.155616131284,2948.529826467901
2010,Oklahoma,Per Student - Inflation Adjusted,5426.491744722536,1641.1540941905619
2010,Oregon,Per Student - Inflation Adjusted,6311.54681440133,3026.366342271433
2010,Pennsylvania,Per Student - Inflation Adjusted,8921.574440393977,3190.656225124815
2010,Rhode Island,Per Student - Inflation Adjusted,9800.95615622189,4184.680043140332
2010,South Carolina,Per Student - Inflation Adjusted,6718.152998969396,2036.7340324668503
2010,South Dakota,Per Student - Inflation Adjusted,6282.847714795819,1742.8827884497978
2010,Tennessee,Per Student - Inflation Adjusted,5944.844009847212,1774.9170605073962
2010,Texas,Per Student - Inflation Adjusted,7110.2078617358275,1228.221764010528
2010,United States,Per Student - Inflation Adjusted,7677.05662023855,2676.980322797728
2010,Utah,Per Student - Inflation Adjusted,4384.018909093415,1840.7659457891884
2010,Vermont,Per Student - Inflation Adjusted,10881.991181519455,3814.226653195254
2010,Virginia,Per Student - Inflation Adjusted,8181.688389439334,2720.3850404393133
2010,Washington,Per Student - Inflation Adjusted,7079.52664896484,2282.599147573614
2010,West Virginia,Per Student - Inflation Adjusted,7015.517449555196,4553.7328980343555
2010,Wisconsin,Per Student - Inflation Adjusted,7320.418677746248,3895.4695550975375
2010,Wyoming,Per Student - Inflation Adjusted,11065.461273207622,4126.854562049328
2010,Alabama,Total - Inflation Adjusted,4558211049.515398,1893776197.4716086
2010,Alaska,Total - Inflation Adjusted,1204100514.9913883,902154653.1368839
2010,Arizona,Total - Inflation Adjusted,5608487713.924759,1432918269.9809494
2010,Arkansas,Total - Inflation Adjusted,3109725476.3737416,857770747.8536717
2010,California,Total - Inflation Adjusted,42569572656.17055,14682827295.353695
2010,Colorado,Total - Inflation Adjusted,5624041961.250244,1344474481.5068455
2010,Connecticut,Total - Inflation Adjusted,5714471423.572157,2248950699.524969
2010,Delaware,Total - Inflation Adjusted,969501398.7868378,423753243.7905981
2010,Florida,Total - Inflation Adjusted,15998927886.24146,5138243827.803813
2010,Georgia,Total - Inflation Adjusted,11953032558.40187,3540268941.373733
2010,Hawaii,Total - Inflation Adjusted,1389441151.7985895,561739179.3545957
2010,Idaho,Total - Inflation Adjusted,1391996534.8197088,474763578.89587677
2010,Illinois,Total - Inflation Adjusted,16701310457.074724,7024099880.872295
2010,Indiana,Total - Inflation Adjusted,6765532624.988932,3282934868.471765
2010,Iowa,Total - Inflation Adjusted,3696635119.141657,1141729229.4550118
2010,Kansas,Total - Inflation Adjusted,3347278772.0207286,901961189.3967806
2010,Kentucky,Total - Inflation Adjusted,4625350088.695915,1598279918.216622
2010,Louisiana,Total - Inflation Adjusted,4978649298.053796,1798797370.0219898
2010,Maine,Total - Inflation Adjusted,1633171044.39955,656372620.6178951
2010,Maryland,Total - Inflation Adjusted,8397049138.99766,3349633569.9370785
2010,Massachusetts,Total - Inflation Adjusted,9067895933.299973,3417026604.457364
2010,Michigan,Total - Inflation Adjusted,10815882366.427343,5206554331.471951
2010,Minnesota,Total - Inflation Adjusted,6373575087.539609,2166627723.9816184
2010,Mississippi,Total - Inflation Adjusted,2887651653.7232423,904358715.5011284
2010,Missouri,Total - Inflation Adjusted,6539845896.664356,1854531543.6893003
2010,Montana,Total - Inflation Adjusted,1026118621.6727796,307030516.22629964
2010,Nebraska,Total - Inflation Adjusted,2228347404.651021,725847467.4089854
2010,Nevada,Total - Inflation Adjusted,2626447119.1250973,959634748.0415686
2010,New Hampshire,Total - Inflation Adjusted,1673448296.0584831,670586864.4919893
2010,New Jersey,Total - Inflation Adjusted,16651668610.879501,6233160766.624375
2010,New Mexico,Total - Inflation Adjusted,2233941236.5964622,705841180.2729024
2010,New York,Total - Inflation Adjusted,34881455369.71099,14912499614.103222
2010,North Carolina,Total - Inflation Adjusted,9514109961.248333,2517839186.5981383
2010,North Dakota,Total - Inflation Adjusted,746677459.0581464,221426965.3599699
2010,Ohio,Total - Inflation Adjusted,13488492545.108135,4923292556.713803
2010,Oklahoma,Total - Inflation Adjusted,3546709028.8203626,1072646057.7205721
2010,Oregon,Total - Inflation Adjusted,3536047159.020681,1695522152.7360384
2010,Pennsylvania,Total - Inflation Adjusted,15105553875.738222,5402252993.1864
2010,Rhode Island,Total - Inflation Adjusted,1382160743.3213272,590136807.8558962
2010,South Carolina,Total - Inflation Adjusted,4807442196.321136,1457463240.1977384
2010,South Dakota,Total - Inflation Adjusted,776296401.5997312,215346506.8289926
2010,Tennessee,Total - Inflation Adjusted,5774949613.001388,1724192766.8828838
2010,Texas,Total - Inflation Adjusted,33622855050.9278,5808029538.770833
2010,United States,Total - Inflation Adjusted,370362745654.9223,129145044998.37955
2010,Utah,Total - Inflation Adjusted,2404184580.3109384,1009471244.8710057
2010,Vermont,Total - Inflation Adjusted,987029451.0190208,345961829.96328706
2010,Virginia,Total - Inflation Adjusted,10183531295.723259,3385988136.5589476
2010,Washington,Total - Inflation Adjusted,7326281934.6549015,2362162594.308742
2010,West Virginia,Total - Inflation Adjusted,1977169751.5031383,1283369611.9869733
2010,Wisconsin,Total - Inflation Adjusted,6331411861.138196,3369185276.6286244
2010,Wyoming,Total - Inflation Adjusted,972797403.7332606,362803857.3992753
2011,Alabama,Per Student - Inflation Adjusted,5917.831102430521,2448.335917810643
2011,Alaska,Per Student - Inflation Adjusted,9276.96245942709,7668.83707997612
2011,Arizona,Per Student - Inflation Adjusted,5739.978100876223,1341.1945821960712
2011,Arkansas,Per Student - Inflation Adjusted,6574.07865194261,1815.9464139199595
2011,California,Per Student - Inflation Adjusted,6523.080624667977,2347.6316891462448
2011,Colorado,Per Student - Inflation Adjusted,6483.371526297131,1625.6057621452876
2011,Connecticut,Per Student - Inflation Adjusted,10686.309585603138,4401.0413044609095
2011,Delaware,Per Student - Inflation Adjusted,8336.72270052304,3624.060406033477
2011,Florida,Per Student - Inflation Adjusted,5974.520146441187,2009.429344874036
2011,Georgia,Per Student - Inflation Adjusted,6820.642824886553,2094.0381212972625
2011,Hawaii,Per Student - Inflation Adjusted,7775.63965786277,2663.0583284032873
2011,Idaho,Per Student - Inflation Adjusted,4938.5223390625415,1681.3637604731664
2011,Illinois,Per Student - Inflation Adjusted,7787.789804023134,3285.5089196302247
2011,Indiana,Per Student - Inflation Adjusted,6224.3895315590225,3137.1002377940513
2011,Iowa,Per Student - Inflation Adjusted,7291.274779464112,2337.91389983216
2011,Kansas,Per Student - Inflation Adjusted,6644.884676118525,1840.5609341586287
2011,Kentucky,Per Student - Inflation Adjusted,6850.89017150608,2430.3318219197586
2011,Louisiana,Per Student - Inflation Adjusted,7198.216763469598,2988.400604182007
2011,Maine,Per Student - Inflation Adjusted,8558.509420233828,3538.404203217116
2011,Maryland,Per Student - Inflation Adjusted,9584.044601752159,4109.961509808734
2011,Massachusetts,Per Student - Inflation Adjusted,9723.70145417014,3776.6006030870167
2011,Michigan,Per Student - Inflation Adjusted,6808.376298015841,3507.842628679649
2011,Minnesota,Per Student - Inflation Adjusted,7898.04888900713,2498.519280112837
2011,Mississippi,Per Student - Inflation Adjusted,5506.669690840953,1727.7414735469704
2011,Missouri,Per Student - Inflation Adjusted,6935.429119503098,2029.2955321304937
2011,Montana,Per Student - Inflation Adjusted,7202.53448782352,2187.887526122145
2011,Nebraska,Per Student - Inflation Adjusted,7141.527719458932,2414.760082875154
2011,Nevada,Per Student - Inflation Adjusted,6016.952553434183,2262.6155802367994
2011,New Hampshire,Per Student - Inflation Adjusted,8804.317118560508,3681.959809431765
2011,New Jersey,Per Student - Inflation Adjusted,11170.68610207283,4433.034361735661
2011,New Mexico,Per Student - Inflation Adjusted,6378.640525054681,2009.161669240235
2011,New York,Per Student - Inflation Adjusted,12581.732386619962,5848.142333073949
2011,North Carolina,Per Student - Inflation Adjusted,6275.934548172291,1825.734031660253
2011,North Dakota,Per Student - Inflation Adjusted,8043.350205877003,2432.089170646018
2011,Ohio,Per Student - Inflation Adjusted,8021.947793243948,3020.475127954003
2011,Oklahoma,Per Student - Inflation Adjusted,5075.944681841833,1632.1696342089326
2011,Oregon,Per Student - Inflation Adjusted,6168.491876378726,3037.7460253696927
2011,Pennsylvania,Per Student - Inflation Adjusted,9025.975819489911,3345.0260149023534
2011,Rhode Island,Per Student - Inflation Adjusted,9773.954644898544,4070.136030727541
2011,South Carolina,Per Student - Inflation Adjusted,6372.018462635861,2014.678114910745
2011,South Dakota,Per Student - Inflation Adjusted,6195.352544327117,1735.6320857085861
2011,Tennessee,Per Student - Inflation Adjusted,5858.965739136343,1907.1888908330397
2011,Texas,Per Student - Inflation Adjusted,6922.406118015121,1211.8257845728824
2011,United States,Per Student - Inflation Adjusted,7433.201055733884,2692.875066394526
2011,Utah,Per Student - Inflation Adjusted,4133.063080812875,1864.0814757200235
2011,Vermont,Per Student - Inflation Adjusted,11030.493898387249,4058.951844463067
2011,Virginia,Per Student - Inflation Adjusted,7823.658338952486,2495.53993392792
2011,Washington,Per Student - Inflation Adjusted,6974.591228535306,2274.509688834397
2011,West Virginia,Per Student - Inflation Adjusted,7230.768448154021,4691.085310790984
2011,Wisconsin,Per Student - Inflation Adjusted,7312.816848949585,3999.6093202564607
2011,Wyoming,Per Student - Inflation Adjusted,11024.849433935355,4427.122221649967
2011,Alabama,Total - Inflation Adjusted,4420226664.56183,1828747128.2511709
2011,Alaska,Total - Inflation Adjusted,1221812413.3278716,1010015813.7933838
2011,Arizona,Total - Inflation Adjusted,5433298635.80896,1269535487.4133024
2011,Arkansas,Total - Inflation Adjusted,3126311745.9447618,863576293.576304
2011,California,Total - Inflation Adjusted,40460108913.758865,14561393873.401104
2011,Colorado,Total - Inflation Adjusted,5412521187.590475,1357108480.5291
2011,Connecticut,Total - Inflation Adjusted,5665153450.771979,2333135307.865258
2011,Delaware,Total - Inflation Adjusted,999389091.131479,434444536.5018523
2011,Florida,Total - Inflation Adjusted,15751263273.159674,5297675538.811653
2011,Georgia,Total - Inflation Adjusted,11363459110.69378,3488743390.304386
2011,Hawaii,Total - Inflation Adjusted,1396512661.438833,478287477.7042702
2011,Idaho,Total - Inflation Adjusted,1312228587.197479,446759943.27091116
2011,Illinois,Total - Inflation Adjusted,16137186363.903105,6807959655.072793
2011,Indiana,Total - Inflation Adjusted,6368922735.740596,3209939432.9797516
2011,Iowa,Total - Inflation Adjusted,3598192465.544357,1153745991.073555
2011,Kansas,Total - Inflation Adjusted,3207431428.6717453,888425902.8498765
2011,Kentucky,Total - Inflation Adjusted,4610364813.900496,1635513252.0172398
2011,Louisiana,Total - Inflation Adjusted,4787600997.689947,1987613780.719244
2011,Maine,Total - Inflation Adjusted,1599029063.130146,661098297.5194061
2011,Maryland,Total - Inflation Adjusted,8165331156.00728,3501570872.1989775
2011,Massachusetts,Total - Inflation Adjusted,8993478833.73935,3492986631.0036855
2011,Michigan,Total - Inflation Adjusted,9912766573.359394,5107303464.245188
2011,Minnesota,Total - Inflation Adjusted,6309681462.751992,1996042071.7626693
2011,Mississippi,Total - Inflation Adjusted,2701164864.3926363,847504117.4772013
2011,Missouri,Total - Inflation Adjusted,6219017397.969343,1819669432.8440022
2011,Montana,Total - Inflation Adjusted,1019368167.6769747,309649500.7953523
2011,Nebraska,Total - Inflation Adjusted,2125739062.9890404,718776577.5680318
2011,Nevada,Total - Inflation Adjusted,2584941268.00329,972043115.6209351
2011,New Hampshire,Total - Inflation Adjusted,1666437934.3709946,696903986.865169
2011,New Jersey,Total - Inflation Adjusted,15632365248.046522,6203634195.675503
2011,New Mexico,Total - Inflation Adjusted,2113707625.1532314,665783784.9180293
2011,New York,Total - Inflation Adjusted,33686488551.081444,15657889865.440115
2011,North Carolina,Total - Inflation Adjusted,9088291870.845917,2643872968.3023677
2011,North Dakota,Total - Inflation Adjusted,774212201.3282454,234100962.67274252
2011,Ohio,Total - Inflation Adjusted,13280606698.911327,5000496231.130123
2011,Oklahoma,Total - Inflation Adjusted,3340796739.888295,1074234689.763585
2011,Oregon,Total - Inflation Adjusted,3452078811.316252,1700018424.5348978
2011,Pennsylvania,Total - Inflation Adjusted,15081087280.233099,5589041630.011284
2011,Rhode Island,Total - Inflation Adjusted,1360114594.277397,566387675.437946
2011,South Carolina,Total - Inflation Adjusted,4546507881.939477,1437497292.3950963
2011,South Dakota,Total - Inflation Adjusted,778216861.571331,218018312.30970863
2011,Tennessee,Total - Inflation Adjusted,5779175124.121536,1881216207.704606
2011,Texas,Total - Inflation Adjusted,33228909856.97655,5817016312.091291
2011,United States,Total - Inflation Adjusted,358845220311.51044,130001111479.6178
2011,Utah,Total - Inflation Adjusted,2254153538.787373,1016661152.3542727
2011,Vermont,Total - Inflation Adjusted,959454214.1825577,353056014.33396393
2011,Virginia,Total - Inflation Adjusted,9786242120.297117,3121552938.698619
2011,Washington,Total - Inflation Adjusted,7274355351.793673,2372267157.912776
2011,West Virginia,Total - Inflation Adjusted,2040016523.1677806,1323496567.573403
2011,Wisconsin,Total - Inflation Adjusted,6320105682.977891,3456671194.146597
2011,Wyoming,Total - Inflation Adjusted,972005873.7936237,390317626.36618453
2012,Alabama,Per Student - Inflation Adjusted,5648.087332473461,2125.3986305198555
2012,Alaska,Per Student - Inflation Adjusted,9164.99865129519,8287.537389328223
2012,Arizona,Per Student - Inflation Adjusted,5615.582486085689,1314.462069820943
2012,Arkansas,Per Student - Inflation Adjusted,6361.577190210213,1759.0379201374617
2012,California,Per Student - Inflation Adjusted,6296.352682797671,2362.5426837315176
2012,Colorado,Per Student - Inflation Adjusted,6163.812051770243,1592.9183695372735
2012,Connecticut,Per Student - Inflation Adjusted,10556.613093898795,4801.2880334295005
2012,Delaware,Per Student - Inflation Adjusted,8615.061874548182,4067.266418809202
2012,Florida,Per Student - Inflation Adjusted,5596.972754901593,1578.2544440538159
2012,Georgia,Per Student - Inflation Adjusted,6575.182081620365,2082.6618237908883
2012,Hawaii,Per Student - Inflation Adjusted,7330.312060834045,2640.738944676746
2012,Idaho,Per Student - Inflation Adjusted,4608.31665320463,1600.979571441441
2012,Illinois,Per Student - Inflation Adjusted,7664.7445325385015,3409.6509787588407
2012,Indiana,Per Student - Inflation Adjusted,6071.17041305671,3298.5578933305787
2012,Iowa,Per Student - Inflation Adjusted,7181.750780300016,2381.0732726809297
2012,Kansas,Per Student - Inflation Adjusted,6423.443805665481,2062.616226348968
2012,Kentucky,Per Student - Inflation Adjusted,6651.62217429088,2424.3753810862063
2012,Louisiana,Per Student - Inflation Adjusted,7258.75617464684,3327.614399492866
2012,Maine,Per Student - Inflation Adjusted,8230.69065275858,3174.6889900177316
2012,Maryland,Per Student - Inflation Adjusted,9134.065343567556,4098.945924749563
2012,Massachusetts,Per Student - Inflation Adjusted,9649.518718059708,3696.9146785920666
2012,Michigan,Per Student - Inflation Adjusted,6545.413295345929,3497.679755793692
2012,Minnesota,Per Student - Inflation Adjusted,7716.040006646786,2485.7897552004247
2012,Mississippi,Per Student - Inflation Adjusted,5539.752919225587,1713.1015059205854
2012,Missouri,Per Student - Inflation Adjusted,6726.931663608776,1977.9114231708145
2012,Montana,Per Student - Inflation Adjusted,6895.821192422879,2080.660655856754
2012,Nebraska,Per Student - Inflation Adjusted,7531.604681734185,2436.913772266741
2012,Nevada,Per Student - Inflation Adjusted,5612.190676027834,2228.611410580369
2012,New Hampshire,Per Student - Inflation Adjusted,8443.11971668201,3674.9470554506956
2012,New Jersey,Per Student - Inflation Adjusted,11552.595505320725,4777.1044277169985
2012,New Mexico,Per Student - Inflation Adjusted,6119.25497364356,1863.2456311482792
2012,New York,Per Student - Inflation Adjusted,12410.486023253872,6106.626134194815
2012,North Carolina,Per Student - Inflation Adjusted,5874.411511600568,1855.0374508082712
2012,North Dakota,Per Student - Inflation Adjusted,8040.466638680573,2491.6236684999353
2012,Ohio,Per Student - Inflation Adjusted,7738.5503193974155,2928.3418255157576
2012,Oklahoma,Per Student - Inflation Adjusted,4953.749895530062,1610.7705964751144
2012,Oregon,Per Student - Inflation Adjusted,5652.05575024115,3155.2991425203295
2012,Pennsylvania,Per Student - Inflation Adjusted,8552.358612611977,3521.0267150252575
2012,Rhode Island,Per Student - Inflation Adjusted,9460.662734038367,4183.424607257194
2012,South Carolina,Per Student - Inflation Adjusted,6201.653345982372,2020.908268670884
2012,South Dakota,Per Student - Inflation Adjusted,5755.9695043802885,1637.3284692281152
2012,Tennessee,Per Student - Inflation Adjusted,5664.786343991632,1851.8152312533095
2012,Texas,Per Student - Inflation Adjusted,6327.184236223568,1095.4302823182238
2012,United States,Per Student - Inflation Adjusted,7164.983932580689,2671.864454974324
2012,Utah,Per Student - Inflation Adjusted,4002.121053631343,1811.5318337995238
2012,Vermont,Per Student - Inflation Adjusted,10681.929169502995,3932.9846586187414
2012,Virginia,Per Student - Inflation Adjusted,7665.581179019438,2636.0469407633805
2012,Washington,Per Student - Inflation Adjusted,6684.500119785016,2300.3368872704655
2012,West Virginia,Per Student - Inflation Adjusted,7020.119725009723,3792.823760994667
2012,Wisconsin,Per Student - Inflation Adjusted,6885.815352752209,3288.9590708668507
2012,Wyoming,Per Student - Inflation Adjusted,10711.1665722017,4422.648970637673
2012,Alabama,Total - Inflation Adjusted,4205688448.4769506,1582618572.9949217
2012,Alaska,Total - Inflation Adjusted,1198515304.1998913,1083769239.33932
2012,Arizona,Total - Inflation Adjusted,5294018541.740732,1239189890.413683
